Desc	Orthogroup	Achatina_immaculata	Biomphalaria_glabrata	Biomphalaria_straminea	Chrysomallon_squamiferum	Crassostrea_gigas	Cyclina_sinensis	Haliotis_rubra	Magallana_hongkongensis	Marisa_cornuarietis	Octopus_sinensis	Pinctada_fucata_martensii	Pomacea_canaliculata	Scapharca_Anadara_broughtonii
(null)	OG0025105	0	0	0	0	0	0	1	0	1	0	0	1	0
(null)	OG0025111	0	0	0	0	0	0	1	0	1	0	1	0	0
(null)	OG0025112	0	0	0	0	0	0	1	0	0	0	0	1	1
(null)	OG0025122	0	0	0	0	0	0	0	2	1	0	0	0	0
(null)	OG0025125	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025126	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025131	0	0	0	0	0	0	0	1	0	0	0	0	2
(null)	OG0025137	0	0	0	0	0	0	0	1	1	0	0	0	1
(null)	OG0025141	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025148	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025152	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025167	0	0	0	0	0	0	0	2	0	0	0	0	1
(null)	OG0025173	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025183	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025191	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025197	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025209	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025220	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025229	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025232	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025233	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025236	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025237	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025240	0	0	0	0	0	0	0	2	0	0	0	1	0
(null)	OG0025244	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025251	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025252	0	0	0	0	0	0	0	1	1	0	1	0	0
(null)	OG0025255	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025261	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025262	0	0	0	0	0	0	0	2	0	0	0	0	1
(null)	OG0025269	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025273	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025275	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025280	0	0	0	0	0	0	0	2	0	0	0	1	0
(null)	OG0025282	0	0	0	0	0	0	0	2	0	0	0	0	1
(null)	OG0025289	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025302	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025306	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025332	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025344	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025347	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025354	0	0	0	0	0	0	0	1	1	0	0	1	0
(null)	OG0025359	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025360	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025361	0	0	0	0	0	0	0	2	0	0	0	0	1
(null)	OG0025363	0	0	0	0	0	0	0	1	0	0	0	0	2
(null)	OG0025366	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025367	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025368	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025373	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025381	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025385	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025391	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025395	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025400	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025404	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025405	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025410	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025414	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025421	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025422	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025426	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025427	0	0	0	0	0	0	0	1	0	0	0	0	2
(null)	OG0025428	0	0	0	0	0	0	0	2	0	0	0	0	1
(null)	OG0025429	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025431	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025432	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025433	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025435	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025437	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025439	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025440	0	0	0	0	0	0	0	1	0	0	2	0	0
(null)	OG0025443	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025444	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025445	0	0	0	0	0	0	0	1	0	0	1	0	1
(null)	OG0025446	0	0	0	0	0	0	0	2	0	0	0	0	1
(null)	OG0025454	0	0	0	0	0	0	0	2	0	0	0	0	1
(null)	OG0025455	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025456	0	0	0	0	0	0	0	2	0	0	1	0	0
(null)	OG0025458	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025459	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025460	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025461	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025463	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025464	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025465	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025467	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025468	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025469	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025470	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025471	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025472	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025473	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025474	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025475	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025476	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025477	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025480	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025481	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025483	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025484	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025485	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025486	0	0	0	0	0	0	0	0	1	1	0	1	0
(null)	OG0025487	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025488	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025489	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025490	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025491	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025493	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025494	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025495	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025496	0	0	0	0	0	0	0	0	1	1	0	0	1
(null)	OG0025497	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025498	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025499	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025500	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025501	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025502	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025503	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025504	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025505	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025506	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025507	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025508	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025509	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025513	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025514	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025515	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025516	0	0	0	0	0	0	0	0	1	0	1	1	0
(null)	OG0025518	0	0	0	0	0	0	0	0	1	0	0	1	1
(null)	OG0025519	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025520	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025521	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025522	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025523	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025524	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025525	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025526	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025529	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025530	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025531	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025532	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025533	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025534	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025535	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025536	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025537	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025539	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025540	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025541	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025543	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025544	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025545	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025546	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025547	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025549	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025550	0	0	0	0	0	0	0	0	1	0	1	1	0
(null)	OG0025551	0	0	0	0	0	0	0	0	1	0	0	1	1
(null)	OG0025552	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025554	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025555	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025556	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025557	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025558	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025559	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025560	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025561	0	0	0	0	0	0	0	0	1	0	1	1	0
(null)	OG0025562	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025563	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025564	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025565	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025566	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025567	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025568	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025570	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025571	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025572	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025573	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025575	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025576	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025577	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025578	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025579	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025580	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025581	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025583	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025584	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025585	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025586	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025587	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025588	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025590	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025591	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025592	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025593	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025595	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025596	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025597	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025599	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025600	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025601	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025602	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025603	0	0	0	0	0	0	0	0	1	1	0	1	0
(null)	OG0025604	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025605	0	0	0	0	0	0	0	0	1	1	0	1	0
(null)	OG0025608	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025611	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025612	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025613	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025614	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025615	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025616	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025617	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025618	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025619	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025620	0	0	0	0	0	0	0	0	1	1	0	1	0
(null)	OG0025621	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025622	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025623	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025624	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025625	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025626	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025627	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025628	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025629	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025630	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025631	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025632	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025633	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025634	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025635	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025636	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025637	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025638	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025639	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025640	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025641	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025642	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025643	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025644	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025646	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025647	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025648	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025649	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025650	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025651	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025652	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025653	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025654	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025655	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025656	0	0	0	0	0	0	0	0	2	0	1	0	0
(null)	OG0025657	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025659	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025660	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025661	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025662	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025663	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025664	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025665	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025666	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025667	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025668	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025669	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025670	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025671	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025672	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025673	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025674	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025675	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025676	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025677	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025678	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025679	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025680	0	0	0	0	0	0	0	0	1	0	0	1	1
(null)	OG0025681	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025682	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025683	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025684	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025686	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025687	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025688	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025689	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025690	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025691	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025693	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025694	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025695	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025696	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025697	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025698	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025699	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025700	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025701	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025702	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025703	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025704	0	0	0	0	0	0	0	0	1	1	0	1	0
(null)	OG0025705	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025706	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025708	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025709	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025710	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025711	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025712	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025713	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025714	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025715	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025716	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025717	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025718	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025719	0	0	0	0	0	0	0	0	1	0	1	1	0
(null)	OG0025720	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025722	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025725	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025726	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025727	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025728	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025729	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025730	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025731	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025732	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025733	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025734	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025735	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025736	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025737	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025738	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025739	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025740	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025741	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025742	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025743	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025744	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025745	0	0	0	0	0	0	0	0	1	0	0	1	1
(null)	OG0025746	0	0	0	0	0	0	0	0	1	1	0	1	0
(null)	OG0025747	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025748	0	0	0	0	0	0	0	0	1	0	0	2	0
(null)	OG0025749	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025750	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025751	0	0	0	0	0	0	0	0	2	0	0	1	0
(null)	OG0025782	0	0	0	0	0	0	0	0	0	1	2	0	0
(null)	OG0025818	0	0	0	0	0	0	0	0	0	2	0	0	1
(null)	OG0025827	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0025828	0	0	0	0	0	0	0	0	0	0	1	0	2
(null)	OG0025832	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0025841	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0025845	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0025867	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0025886	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0025888	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0025891	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0025911	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0025917	0	0	0	0	0	0	0	0	0	0	1	0	2
(null)	OG0025962	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0025972	0	0	0	0	0	0	0	0	0	0	1	0	2
(null)	OG0025983	0	0	0	0	0	0	0	0	0	0	1	0	2
(null)	OG0025984	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0025985	0	0	0	0	0	0	0	0	0	0	1	0	2
(null)	OG0025987	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0025988	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0026013	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0026020	0	0	0	0	0	0	0	0	0	0	1	0	2
(null)	OG0026023	0	0	0	0	0	0	0	0	0	0	1	0	2
(null)	OG0026029	0	0	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0026033	0	0	0	0	0	0	0	0	0	0	1	0	2
(null)	OG0026195	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0026200	1	1	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0026203	1	1	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0026205	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0026207	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0026209	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0026217	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0026223	1	1	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0026225	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0026229	1	1	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0026230	1	0	0	0	0	0	0	0	0	0	0	0	1
(null)	OG0026231	1	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0026232	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0026233	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0026235	1	1	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0026238	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0026240	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0026241	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0026243	1	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0026246	1	0	1	0	0	0	0	0	0	0	0	0	0
